SU 1903,Киров,2021-05-05,16:14,Нью-Йорк,2021-05-05,16:14,Boeing 777-400,22984
IB 7270,Нью-Йорк,2021-05-04,07:50,Владивосток,2021-05-07,05:30,Boeing 777-400,13437
SU 1701,Москва,2021-05-04,05:30,Екатеринбург,2021-05-04,16:14,Boeing 777-400,12639
IB 7270,Париж,2021-05-05,05:30,Киров,2021-05-07,05:30,Boeing 777-300,13261
SU 1903,Москва,2021-05-04,07:50,Нью-Йорк,2021-05-05,07:50,Airbus A319,13018
SU 1702,Париж,2021-05-04,16:14,Лондон,2021-05-05,15:50,Airbus A319,13452
SU 1701,Лондон,2021-05-04,07:50,Нью-Йорк,2021-05-07,07:50,Boeing 777-400,13154
IB 7270,Нью-Йорк,2021-05-04,07:50,Екатеринбург,2021-05-05,07:50,Boeing 777-400,9523
IB 7270,Нью-Йорк,2021-05-05,15:50,Владивосток,2021-05-07,03:05,Airbus A319,13009
SU 1701,Киров,2021-05-04,00:50,Париж,2021-05-06,07:50,Airbus A319,23197
IB 7270,Екатеринбург,2021-05-04,15:50,Москва,2021-05-07,03:05,Boeing 777-300,13975
SU 1702,Киров,2021-05-04,15:50,Лондон,2021-05-06,07:50,Boeing 777-300,12943
SU 1702,Лондон,2021-05-05,07:50,Париж,2021-05-07,15:50,Airbus A319,9193
SU 1701,Нью-Йорк,2021-05-05,16:14,Москва,2021-05-06,05:30,Airbus A319,15199
SU 1702,Париж,2021-05-07,05:30,Москва,2021-05-07,16:14,Boeing 777-300,9598
SU 1702,Владивосток,2021-05-04,16:14,Москва,2021-05-05,03:05,Airbus A319,13663
SU 1702,Париж,2021-05-05,07:50,Владивосток,2021-05-06,16:14,Airbus A319,14591
SU 1903,Париж,2021-05-07,00:50,Екатеринбург,2021-05-07,15:50,Airbus A319,13649
IB 7270,Москва,2021-05-05,05:30,Нью-Йорк,2021-05-06,03:05,Airbus A319,22679
SU 1702,Москва,2021-05-04,00:50,Нью-Йорк,2021-05-04,03:05,Boeing 777-400,13044
SU 1702,Владивосток,2021-05-04,15:50,Париж,2021-05-07,15:22,Boeing 777-300,13678
IB 7270,Екатеринбург,2021-05-05,16:14,Париж,2021-05-07,15:50,Boeing 777-400,13147
SU 1903,Екатеринбург,2021-05-04,15:50,Нью-Йорк,2021-05-07,05:30,Boeing 777-400,9231
IB 7270,Владивосток,2021-05-04,16:14,Лондон,2021-05-05,15:22,Boeing 777-400,23516
SU 1702,Киров,2021-05-05,15:22,Москва,2021-05-05,15:22,Boeing 777-300,13216
SU 1702,Владивосток,2021-05-04,15:22,Париж,2021-05-07,07:50,Boeing 777-400,15025
IB 7270,Париж,2021-05-05,03:05,Лондон,2021-05-06,15:22,Airbus A319,13406
SU 1702,Париж,2021-05-05,05:30,Екатеринбург,2021-05-06,16:14,Boeing 777-400,14393
SU 1701,Париж,2021-05-06,15:50,Лондон,2021-05-07,15:50,Boeing 777-400,13629
IB 7270,Нью-Йорк,2021-05-04,15:50,Париж,2021-05-07,05:30,Boeing 777-300,12921
SU 1701,Киров,2021-05-05,00:50,Москва,2021-05-05,15:22,Boeing 777-300,15013
SU 1702,Киров,2021-05-06,00:50,Владивосток,2021-05-07,00:50,Airbus A319,14333
IB 7270,Лондон,2021-05-04,15:22,Нью-Йорк,2021-05-06,05:30,Boeing 777-300,14922
SU 1702,Нью-Йорк,2021-05-06,03:05,Париж,2021-05-06,07:50,Boeing 777-300,13747
SU 1903,Москва,2021-05-07,15:50,Екатеринбург,2021-05-07,15:50,Boeing 777-300,13958
IB 7270,Нью-Йорк,2021-05-04,03:05,Москва,2021-05-06,16:14,Boeing 777-400,23260
SU 1701,Киров,2021-05-04,16:14,Лондон,2021-05-06,07:50,Boeing 777-400,13192
SU 1903,Париж,2021-05-05,15:22,Владивосток,2021-05-06,15:50,Boeing 777-400,12583
SU 1903,Екатеринбург,2021-05-06,16:14,Нью-Йорк,2021-05-07,16:14,Boeing 777-300,9233
IB 7270,Владивосток,2021-05-05,15:50,Нью-Йорк,2021-05-07,15:50,Boeing 777-400,13066
IB 7270,Владивосток,2021-05-04,07:50,Париж,2021-05-07,05:30,Boeing 777-300,13560
SU 1701,Нью-Йорк,2021-05-05,07:50,Лондон,2021-05-06,15:50,Boeing 777-300,23129
SU 1903,Киров,2021-05-05,07:50,Нью-Йорк,2021-05-07,07:50,Boeing 777-300,23274
IB 7270,Париж,2021-05-04,07:50,Лондон,2021-05-05,07:50,Boeing 777-300,22958
SU 1701,Москва,2021-05-04,00:50,Екатеринбург,2021-05-06,15:22,Boeing 777-300,22829
SU 1702,Нью-Йорк,2021-05-04,05:30,Владивосток,2021-05-06,15:50,Boeing 777-300,13116
SU 1903,Париж,2021-05-06,07:50,Москва,2021-05-07,03:05,Boeing 777-400,23508
SU 1701,Москва,2021-05-04,03:05,Владивосток,2021-05-07,07:50,Boeing 777-300,14774
IB 7270,Нью-Йорк,2021-05-05,03:05,Екатеринбург,2021-05-06,03:05,Boeing 777-400,9497
SU 1702,Лондон,2021-05-05,05:30,Москва,2021-05-05,07:50,Boeing 777-300,23089
SU 1903,Нью-Йорк,2021-05-05,15:22,Париж,2021-05-07,00:50,Boeing 777-300,22903
IB 7270,Екатеринбург,2021-05-05,05:30,Киров,2021-05-07,03:05,Boeing 777-400,8889
SU 1903,Париж,2021-05-06,15:50,Киров,2021-05-06,16:14,Boeing 777-400,13136
SU 1702,Нью-Йорк,2021-05-04,00:50,Владивосток,2021-05-07,15:50,Airbus A319,13287
IB 7270,Москва,2021-05-04,05:30,Париж,2021-05-04,16:14,Airbus A319,13730
SU 1701,Владивосток,2021-05-04,15:50,Москва,2021-05-06,05:30,Airbus A319,13144
SU 1702,Киров,2021-05-05,03:05,Москва,2021-05-07,15:50,Boeing 777-300,23476
SU 1701,Москва,2021-05-04,15:22,Владивосток,2021-05-07,15:22,Boeing 777-400,13940
SU 1903,Москва,2021-05-05,05:30,Лондон,2021-05-06,15:50,Boeing 777-300,22767
SU 1903,Киров,2021-05-06,00:50,Париж,2021-05-06,05:30,Airbus A319,13017
SU 1903,Киров,2021-05-05,07:50,Екатеринбург,2021-05-07,00:50,Boeing 777-300,13782
SU 1903,Москва,2021-05-05,05:30,Владивосток,2021-05-05,05:30,Boeing 777-400,9526
IB 7270,Москва,2021-05-04,05:30,Нью-Йорк,2021-05-05,07:50,Boeing 777-400,9533
IB 7270,Париж,2021-05-05,16:14,Нью-Йорк,2021-05-06,15:50,Boeing 777-300,13581
SU 1903,Париж,2021-05-06,00:50,Москва,2021-05-06,00:50,Boeing 777-300,15312
SU 1702,Нью-Йорк,2021-05-07,03:05,Лондон,2021-05-07,15:22,Boeing 777-300,13058
IB 7270,Москва,2021-05-04,05:30,Нью-Йорк,2021-05-07,05:30,Boeing 777-400,14856
SU 1701,Москва,2021-05-07,16:14,Владивосток,2021-05-07,16:14,Boeing 777-300,14973
SU 1702,Киров,2021-05-04,15:50,Владивосток,2021-05-05,05:30,Boeing 777-300,13706
IB 7270,Лондон,2021-05-04,00:50,Владивосток,2021-05-04,07:50,Boeing 777-300,8765
SU 1702,Киров,2021-05-04,03:05,Париж,2021-05-04,05:30,Airbus A319,23622
SU 1903,Лондон,2021-05-06,15:22,Киров,2021-05-07,16:14,Boeing 777-400,9629
SU 1903,Москва,2021-05-04,03:05,Киров,2021-05-05,03:05,Boeing 777-400,12595
SU 1701,Москва,2021-05-04,00:50,Екатеринбург,2021-05-04,15:50,Boeing 777-300,14504
SU 1903,Москва,2021-05-05,00:50,Владивосток,2021-05-07,00:50,Boeing 777-300,14601
SU 1702,Киров,2021-05-05,15:22,Москва,2021-05-06,07:50,Boeing 777-300,12977
SU 1701,Париж,2021-05-05,05:30,Киров,2021-05-07,15:50,Boeing 777-300,13432
SU 1903,Нью-Йорк,2021-05-04,05:30,Владивосток,2021-05-06,05:30,Boeing 777-300,8791
IB 7270,Киров,2021-05-04,15:22,Москва,2021-05-06,05:30,Airbus A319,14698
SU 1701,Екатеринбург,2021-05-05,07:50,Киров,2021-05-07,05:30,Boeing 777-400,14662
SU 1702,Лондон,2021-05-04,15:50,Владивосток,2021-05-05,15:22,Boeing 777-300,23529
